CUSTOMERID,CREDITSCORE,GEOGRAPHY,GENDER,AGE,TENURE,BALANCE,NUMOFPRODUCTS,HASCRCARD,ISACTIVEMEMBER,ESTIMATEDSALARY,EXITED,TRANSACTIONTIMESTAMP,DEBTTOINCOME
905,745,France,Female,30,0,114508.89,1,0,0,52962.47147828335,0,2025-01-27 22:11:37,26
906,537,France,Male,50,4,147412.53,3,0,0,41390.49707070725,0,2025-01-26 17:31:37,78
907,430,France,Male,23,1,131588.38,3,1,0,76877.49891478264,0,2025-01-19 04:22:37,91
908,685,France,Male,42,6,33141.88,3,1,1,43105.45213025723,0,2025-01-11 12:04:37,86
909,285,Spain,Female,40,8,49271.41,1,0,1,28898.168401914303,0,2025-01-13 15:07:37,52
910,307,Germany,Female,43,8,35447.76,1,1,1,58338.56786483138,0,2025-02-02 03:29:37,84
911,637,France,Female,21,10,173323.9,4,0,1,80828.4121555062,0,2025-01-11 22:12:37,79
912,435,Spain,Male,52,8,132149.6,3,0,0,124677.95139419002,1,2025-01-07 11:48:37,77
913,472,France,Female,92,10,107463.78,3,0,0,170317.25509657225,0,2025-02-02 08:35:37,63
914,773,France,Female,42,6,199584.75,5,1,1,54170.69177502037,0,2025-01-21 12:33:37,67
915,366,France,Male,37,6,81448.66,4,1,0,197152.7420246118,0,2025-01-28 15:13:37,56
916,364,Germany,Male,18,0,142026.67,2,0,0,17176.15009480282,0,2025-01-08 07:36:37,44
917,508,France,Female,85,10,18601.9,2,0,1,100600.11790295299,0,2025-01-11 14:40:37,44
918,539,France,Female,40,10,186101.02,1,1,1,149889.4146043488,0,2025-01-08 09:31:37,76
919,325,France,Male,39,5,173798.11,3,0,1,78130.9052721623,0,2025-01-05 04:57:37,32
920,728,Spain,Female,79,4,200594.91,4,0,0,145903.13115096505,0,2025-01-13 09:27:37,96
921,431,France,Male,18,7,221118.99,4,1,1,171242.56579345098,0,2025-01-31 07:35:37,31
922,660,France,Male,76,7,189507.07,1,0,1,29158.58916799066,1,2025-01-11 05:07:37,82
923,347,Germany,Female,85,10,211122.47,3,1,0,117903.93498123263,0,2025-01-21 03:54:37,81
924,321,Germany,Female,36,3,86413.65,4,1,1,16142.17256271931,0,2025-01-09 13:21:37,47
925,726,Spain,Male,47,0,85834.34,5,1,1,66494.75969705364,1,2025-01-25 09:32:37,74
926,428,Spain,Female,18,5,236075.2,4,0,0,35035.43448591901,1,2025-01-12 18:57:37,94
927,643,Spain,Male,65,9,228643.63,1,1,1,143111.18261828317,0,2025-01-26 13:52:37,61
928,636,France,Female,36,0,137124.34,4,0,1,54689.571768746086,0,2025-01-07 23:00:37,80
929,269,France,Male,69,4,91639.7,2,1,0,67242.93674194046,0,2025-01-07 00:38:37,99
930,595,France,Female,39,4,216500.38,4,1,1,51641.58748367225,1,2025-01-06 07:11:37,57
931,704,Germany,Female,67,2,80852.78,3,0,1,57094.366722928484,0,2025-01-07 03:17:37,24
932,608,Spain,Male,83,4,38408.77,4,1,0,62854.26683765607,0,2025-02-03 21:02:37,67
933,339,France,Female,23,5,159873.17,4,1,0,149846.8336882714,0,2025-01-26 13:52:37,54
934,518,France,Male,81,4,10655.45,4,1,1,224881.14202752433,0,2025-01-08 06:07:37,67
935,515,Spain,Female,38,0,94775.48,2,0,0,111269.4082195735,0,2025-02-02 16:51:37,33
936,306,France,Female,36,6,201915.95,1,0,0,143321.73146161935,0,2025-01-27 17:36:37,73
937,514,France,Female,54,2,73804.05,1,0,1,175837.88709352937,0,2025-02-04 00:10:37,45
938,696,France,Female,80,6,232828.87,1,1,0,120339.66007834328,0,2025-01-16 18:10:37,62
939,365,France,Male,46,4,238956.17,4,1,1,74797.42892557473,0,2025-01-16 09:14:37,61
940,362,Germany,Male,77,2,203954.08,4,0,1,188585.15618859133,1,2025-01-07 17:24:37,37
941,354,Spain,Female,51,10,246910.83,2,1,0,173354.12829712752,0,2025-01-18 00:22:37,74
942,557,Germany,Male,18,5,132691.03,1,1,0,61320.06483282049,0,2025-01-23 09:48:37,69
943,383,France,Male,65,0,142299.89,3,0,0,161058.78588542846,1,2025-01-09 21:34:37,40
944,745,Spain,Female,38,5,209041.7,3,1,1,129841.69366564667,0,2025-01-28 12:55:37,53
945,741,France,Male,51,3,123201.31,3,1,0,151559.63863683864,1,2025-01-29 22:14:37,59
946,789,France,Male,43,3,101680.0,4,0,1,168953.55283783842,0,2025-01-10 23:12:37,49
947,433,France,Female,53,4,153688.4,2,1,0,159110.71378431053,0,2025-01-12 08:26:37,89
948,457,Germany,Female,40,8,164414.88,3,1,1,119531.75881928594,0,2025-01-05 22:10:37,44
949,739,France,Female,64,0,187723.96,2,1,1,167493.71704024717,0,2025-01-16 07:46:37,88
950,294,France,Female,93,2,167050.17,1,1,0,58373.70964426657,0,2025-01-06 15:30:37,48
951,606,Germany,Male,61,10,186430.45,4,1,1,148303.96659289973,0,2025-01-06 00:44:37,86
952,432,France,Female,37,3,168639.92,3,1,1,169686.00404266006,0,2025-01-17 03:35:37,76
953,356,Spain,Male,44,1,120111.31,3,1,1,191346.41397624233,1,2025-01-25 03:21:37,66
954,397,Spain,Male,78,8,33733.65,2,1,0,227588.94791450724,0,2025-01-29 09:55:37,36
955,637,Spain,Female,54,10,196360.81,1,1,0,123745.08028084865,0,2025-01-15 04:46:37,68
956,834,France,Male,69,6,7694.79,3,1,0,106734.48384413071,0,2025-02-04 00:20:37,69
957,542,France,Male,92,0,248125.02,4,1,0,143438.43466730308,0,2025-01-08 19:49:37,24
958,335,Germany,Male,79,8,207114.62,3,0,0,144047.84073040218,1,2025-01-10 04:16:37,32
959,802,France,Female,83,5,167727.65,2,1,0,143341.09826153098,0,2025-01-15 16:16:37,82
960,786,France,Male,41,1,241651.69,4,0,0,64613.654273992506,0,2025-02-01 06:46:37,58
961,659,France,Female,29,0,153117.57,4,1,1,111799.8659233119,0,2025-01-14 13:41:37,87
962,730,France,Female,33,5,14108.22,4,1,1,84550.50422854304,0,2025-01-21 11:32:37,64
963,403,France,Male,53,6,139845.54,2,1,0,18089.35309050451,1,2025-01-22 14:29:37,36
964,655,Spain,Male,19,9,69301.05,4,0,1,140553.1924783917,1,2025-02-04 01:36:37,78
965,819,France,Female,79,5,92369.38,4,1,0,195436.28390174775,0,2025-02-03 15:00:37,99
966,511,France,Female,81,6,114896.29,2,0,1,190355.79267970458,0,2025-01-07 17:01:37,78
967,543,France,Female,46,5,193650.19,2,1,0,112627.38342347367,0,2025-01-24 15:03:37,27
968,483,Spain,Female,91,7,125732.3,2,0,1,176982.1469679027,0,2025-01-19 22:29:37,49
969,330,France,Female,48,1,118670.07,4,1,1,171569.72581768758,0,2025-01-06 03:29:37,22
970,769,France,Male,32,8,75493.03,3,0,1,55151.70099584282,0,2025-01-22 15:14:37,36
971,759,France,Female,72,8,134968.06,1,0,0,22457.24707015877,1,2025-01-22 11:19:37,70
972,638,France,Male,50,10,62097.71,3,0,0,154574.87394527462,0,2025-01-06 23:27:37,43
973,549,France,Female,69,8,65248.45,2,1,1,62780.252920120205,0,2025-01-08 14:55:37,99
974,435,Spain,Male,37,6,189314.69,3,1,1,119449.08524185598,0,2025-01-18 17:48:37,83
975,345,France,Female,90,8,85636.82,1,0,1,118228.6037182246,0,2025-01-18 20:57:37,93
976,387,France,Male,55,0,12849.92,3,0,0,179348.57105303946,0,2025-01-07 10:00:37,90
977,396,France,Male,20,2,85919.32,2,0,0,148745.93374951632,0,2025-01-29 14:47:37,68
978,466,France,Female,71,1,159643.05,1,0,0,164656.12953269345,0,2025-01-06 09:15:37,39
979,779,France,Male,83,10,203496.4,4,1,0,166741.9333514921,0,2025-01-06 05:19:37,96
980,774,France,Female,35,0,240484.17,3,1,1,202716.957495532,0,2025-01-19 05:39:37,48
981,503,France,Female,24,4,186555.11,4,1,0,175839.44464840053,0,2025-02-01 13:26:37,29
982,546,Spain,Male,52,0,107212.9,4,1,1,57491.5380826816,0,2025-02-01 14:25:37,28
983,620,France,Male,77,2,74779.82,1,0,1,190423.07617581764,0,2025-01-18 21:12:37,90
984,451,France,Female,41,5,32407.5,4,1,0,77034.06143174919,0,2025-02-02 07:26:37,82
985,532,France,Female,56,5,156921.61,5,1,0,139219.36558813238,1,2025-02-02 11:56:37,52
986,510,Spain,Female,29,2,127470.83,3,0,0,209766.53415161982,1,2025-02-02 00:13:37,43
987,766,Spain,Male,70,3,169425.38,1,0,0,48766.241203432066,0,2025-01-23 06:13:37,99
988,274,France,Male,81,6,59283.29,2,1,0,167378.57686176183,0,2025-01-06 11:19:37,51
989,727,France,Female,21,5,80911.04,2,0,1,212853.85441023568,0,2025-01-06 12:44:37,23
990,301,France,Male,22,10,73023.84,1,1,1,204638.04309768073,0,2025-02-03 01:09:37,81
991,359,France,Male,33,1,199412.96,4,1,0,198709.0729794969,0,2025-01-14 00:13:37,97
992,364,France,Male,44,8,42807.45,3,0,1,72137.83174196011,0,2025-01-13 04:15:37,41
993,417,Germany,Female,21,5,152118.03,5,1,1,90659.032740665,0,2025-01-13 15:45:37,42
994,395,Germany,Female,89,1,12838.75,2,0,0,156078.00914833142,0,2025-01-11 17:10:37,45
995,306,Spain,Male,65,6,137381.89,3,1,1,31629.186653065706,0,2025-02-01 01:58:37,68
996,617,France,Male,25,10,15978.49,1,0,1,184414.94925659138,0,2025-01-08 08:34:37,63
997,297,France,Female,63,10,43969.15,4,0,1,50908.50721807623,1,2025-01-21 06:33:37,41
998,305,France,Male,61,9,28256.33,4,0,0,128364.06891906656,0,2025-02-01 21:23:37,86
999,289,France,Female,84,9,86681.34,3,0,0,31225.568649644087,1,2025-01-24 05:54:37,61
1000,441,Spain,Female,69,3,85932.85,4,0,1,45542.26830667287,0,2025-01-10 08:44:37,71
1001,641,France,Female,51,0,206604.82,1,0,0,133749.76329143808,0,2025-01-09 21:29:37,36
1002,626,France,Female,79,9,56421.86,3,1,1,134599.61580942778,0,2025-01-11 23:08:37,33
1003,278,Spain,Female,38,8,21596.69,1,0,1,63605.51211545189,0,2025-01-11 06:16:37,83
1004,571,Germany,Female,41,10,150877.95,1,1,0,35878.61822376188,0,2025-01-09 23:56:37,64
1005,452,Spain,Female,61,9,171862.67,2,0,0,112076.36126261996,1,2025-02-03 22:48:37,83
1006,527,Spain,Male,58,7,73705.9,1,0,0,194086.7523898487,0,2025-01-10 16:15:37,49
1007,705,France,Female,46,4,150703.53,4,0,1,57512.43148306631,0,2025-01-15 00:52:37,32
1008,661,France,Male,23,2,194014.14,3,1,0,151677.9413511746,1,2025-01-28 07:59:37,45
1009,745,France,Male,73,3,86888.23,4,0,1,90813.02739724604,0,2025-01-05 14:15:37,51
1010,402,France,Male,31,2,131338.46,3,1,0,197919.72811715092,1,2025-01-30 19:39:37,65
1011,630,France,Female,67,9,36658.32,1,1,0,30548.71479747199,1,2025-01-25 22:12:37,70
1012,544,France,Male,95,7,5911.7,1,0,0,17299.046599702924,0,2025-01-09 14:26:37,53
1013,638,Germany,Female,69,4,245341.99,2,0,0,38775.00190348627,0,2025-01-08 18:29:37,95
1014,291,France,Female,94,10,74932.71,2,1,1,176531.16947030454,0,2025-01-21 12:15:37,47
1015,403,France,Male,18,7,69725.51,1,0,0,212731.19652353763,1,2025-01-25 00:47:37,38
1016,561,France,Male,29,0,243311.28,4,1,1,197465.39351170493,0,2025-01-30 05:28:37,67
1017,294,France,Male,41,8,182058.38,4,0,1,157226.37203734656,0,2025-01-24 17:54:37,91
1018,784,France,Male,54,10,146324.47,1,1,0,21403.52351762862,0,2025-01-22 09:29:37,53
1019,383,Spain,Female,87,9,174830.85,3,1,1,57958.52828227803,0,2025-01-13 21:23:37,35
1020,472,France,Male,93,2,177481.64,2,1,1,217972.0393638727,0,2025-01-10 11:15:37,90
1021,499,Spain,Male,20,0,190833.97,4,0,1,143931.0462536756,0,2025-01-14 14:43:37,46
1022,560,France,Male,44,2,16797.31,4,1,0,115041.40428865216,1,2025-01-13 18:50:37,70
1023,355,France,Male,70,1,103207.85,1,1,0,151697.21718512758,0,2025-01-13 09:55:37,73
1024,330,France,Male,34,6,73782.58,2,1,0,52252.2895723203,1,2025-01-06 17:23:37,36
1025,661,France,Female,32,9,17642.41,4,0,0,196292.85781989238,0,2025-01-05 11:44:37,91
1026,358,France,Female,56,3,103149.75,4,0,1,140775.02796618524,0,2025-01-30 09:15:37,87
1027,581,France,Female,21,6,154043.37,1,1,1,111493.77568797485,0,2025-02-01 12:49:37,20
1028,571,France,Male,34,2,44624.42,4,1,0,93730.61060904608,0,2025-01-06 09:53:37,33
1029,831,Spain,Male,28,5,76256.69,4,1,1,178653.72294176335,1,2025-01-26 09:43:37,26
1030,398,France,Female,29,6,159792.71,5,0,1,78313.78983805035,0,2025-01-19 18:54:37,83
1031,717,France,Female,49,6,144831.16,1,1,1,35775.2875943455,0,2025-01-28 01:39:37,91
1032,504,France,Female,44,4,217196.37,2,1,0,47545.6785250755,0,2025-01-23 06:26:37,27
1033,743,France,Female,61,5,197807.74,4,0,1,26370.755677197503,0,2025-01-16 02:17:37,73
1034,762,France,Male,60,2,241402.76,2,0,0,110087.30675184826,1,2025-01-09 09:07:37,43
1035,653,France,Male,66,3,149298.33,1,1,0,154302.17794616197,0,2025-01-13 00:37:37,74
1036,764,France,Male,90,10,174616.84,3,1,1,201399.13465730654,0,2025-01-05 14:45:37,20
1037,453,France,Female,60,5,215126.56,1,0,1,175450.61956536115,0,2025-01-28 04:18:37,91
1038,440,France,Female,20,2,209998.11,2,1,1,116498.41047257475,0,2025-01-21 06:14:37,88
1039,703,France,Female,46,6,179680.41,2,0,1,185205.90256656092,0,2025-01-25 09:52:37,51
1040,770,Spain,Male,52,2,125064.05,4,0,1,171172.7203066121,0,2025-01-18 05:05:37,20
1041,350,France,Male,65,8,68301.72,4,0,0,146111.28056385546,1,2025-01-24 16:13:37,85
1042,577,France,Female,91,3,219303.94,3,1,0,23670.78713259051,0,2025-01-11 20:22:37,61
1043,278,France,Male,56,1,194163.86,4,1,1,63897.954417189045,0,2025-01-23 12:52:37,98
1044,483,Germany,Female,41,5,209476.74,2,1,0,72131.48961246133,0,2025-01-09 06:24:37,28
1045,335,Spain,Female,37,8,35197.33,1,0,0,209549.33580618934,1,2025-01-26 09:04:37,95
1046,320,Spain,Female,32,9,78703.22,1,1,0,112353.49289822966,0,2025-01-10 16:26:37,93
1047,313,France,Male,93,9,106221.26,2,0,1,171705.1079768467,0,2025-01-20 18:25:37,43
1048,310,France,Female,35,1,209587.99,4,1,1,188563.83380809455,0,2025-01-12 09:19:37,38
1049,391,Spain,Female,77,3,223221.67,2,1,0,129074.80062394684,1,2025-01-13 03:09:37,70
1050,772,France,Male,58,4,71223.18,3,0,1,14697.60637795985,0,2025-01-22 04:43:37,21
1051,495,France,Female,86,8,171607.29,2,1,0,14542.432952063726,0,2025-01-08 05:08:37,29
1052,385,France,Female,92,6,19453.55,1,0,0,194377.48006085708,0,2025-01-13 10:19:37,88
1053,457,France,Male,28,4,102393.32,4,0,1,170667.01594541673,0,2025-01-31 00:44:37,25
1054,702,France,Female,73,5,121667.28,2,0,1,118135.95743975077,0,2025-01-14 22:30:37,81
1055,730,France,Female,35,8,191408.2,3,1,0,62352.00674338602,1,2025-01-16 08:56:37,85
1056,361,Spain,Female,29,3,222993.06,4,0,0,27963.74921153119,1,2025-01-26 14:47:37,27
1057,797,France,Male,33,1,84320.81,3,1,1,43695.466144351834,0,2025-01-20 03:05:37,87
1058,562,France,Female,44,4,131934.72,3,0,1,133312.37115951447,0,2025-01-14 16:11:37,78
1059,308,France,Female,34,6,161862.06,3,0,0,114177.09053968392,1,2025-01-12 19:49:37,69
1060,294,France,Female,48,3,82171.81,3,0,1,195128.35364744018,0,2025-01-13 09:53:37,55
1061,582,Spain,Male,52,0,246384.55,2,0,1,195679.88483652036,0,2025-01-18 19:16:37,27
1062,765,Spain,Male,44,7,218943.59,4,1,1,137381.45502267915,0,2025-01-24 21:15:37,36
1063,281,France,Male,49,4,74100.71,4,0,0,201381.08224017834,0,2025-01-16 20:40:37,78
1064,579,France,Female,34,9,126986.56,4,0,1,173131.2755335731,1,2025-01-22 01:15:37,97
1065,467,Spain,Male,28,1,57710.15,4,1,0,148252.15827029807,0,2025-01-08 00:33:37,27
1066,624,France,Female,18,2,128625.98,1,0,1,90616.77293937122,0,2025-01-21 13:35:37,97
1067,357,France,Male,66,9,170833.09,1,0,0,88177.92933546289,0,2025-01-19 19:15:37,62
1068,757,France,Male,58,9,21380.27,2,0,0,63119.267584650916,0,2025-01-17 22:02:37,82
1069,660,Spain,Male,37,4,217529.3,4,1,0,185516.7537481773,1,2025-01-18 09:40:37,31
1070,457,Germany,Male,88,10,148436.47,1,1,1,194122.08965114568,0,2025-01-12 00:38:37,75
1071,788,France,Female,54,3,247400.72,4,1,0,46927.3706850241,0,2025-01-15 23:16:37,68
1072,736,France,Male,33,8,6397.88,2,1,1,56650.08575194993,0,2025-01-15 23:22:37,71
1073,366,France,Female,56,8,207874.59,3,1,0,117402.39556185626,0,2025-02-02 14:12:37,30
1074,522,France,Female,62,7,197990.76,2,1,0,94031.08700179815,0,2025-01-06 22:09:37,46
1075,775,France,Female,81,1,33213.13,1,0,0,49587.68818976792,0,2025-01-24 19:25:37,81
1076,793,France,Male,64,4,83826.41,1,0,0,174796.4570243811,0,2025-01-19 20:17:37,28
1077,329,Spain,Male,40,7,221199.05,1,1,0,10771.278153080963,0,2025-01-28 13:07:37,55
1078,538,France,Female,49,7,129613.57,2,1,1,88756.47300079158,1,2025-01-26 12:31:37,65
1079,270,Germany,Male,66,6,100320.37,2,0,1,196787.34907223182,0,2025-02-02 02:50:37,48
1080,685,France,Female,36,3,226374.11,3,1,0,170558.0427069447,1,2025-01-07 23:13:37,87
1081,354,France,Male,95,2,23336.13,4,1,1,99425.57977672895,0,2025-01-27 08:38:37,98
1082,534,Spain,Male,84,7,118280.7,1,0,0,191253.92970420266,0,2025-01-19 06:41:37,60
1083,645,France,Female,56,7,163093.52,2,1,1,195277.4639521563,1,2025-01-12 11:52:37,47
1084,616,France,Male,77,9,152135.36,2,0,0,19595.78959296839,0,2025-01-20 08:55:37,83
1085,793,France,Female,28,4,66069.11,4,0,1,36305.32025985117,0,2025-01-16 05:57:37,43
1086,388,Germany,Female,66,2,140828.23,1,0,1,87247.2722800895,0,2025-01-05 05:34:37,35
1087,750,France,Male,32,4,177140.44,3,1,1,197229.7459128959,0,2025-01-07 11:28:37,41
1088,734,France,Male,78,3,146221.35,3,0,0,166454.68007702948,0,2025-01-15 11:15:37,66
1089,495,Spain,Male,60,7,171115.56,1,1,1,20020.839860648637,0,2025-01-18 08:21:37,36
1090,650,France,Female,32,1,64019.68,4,1,1,125329.97289495113,0,2025-01-31 03:35:37,20
1091,665,France,Male,90,10,208212.24,2,1,0,173906.92057029041,0,2025-01-20 14:03:37,50
1092,732,France,Male,22,7,112422.38,3,1,1,63076.52057204362,0,2025-01-24 05:16:37,31
1093,765,France,Male,46,9,246805.96,2,1,0,150980.09861891175,0,2025-01-14 23:06:37,39
1094,536,France,Male,79,5,5821.33,2,1,1,76427.17000652029,0,2025-01-21 15:08:37,38
1095,800,France,Female,77,3,95078.84,4,1,0,60760.75168572421,0,2025-01-29 03:47:37,24
1096,428,France,Male,86,10,45118.76,2,0,0,87656.14045867701,0,2025-01-29 21:05:37,34
1097,441,France,Female,39,2,138902.38,1,0,0,213773.95125889344,0,2025-01-20 20:25:37,44
1098,449,France,Male,30,9,60801.27,4,0,0,186201.35926467276,0,2025-01-27 07:50:37,54
1099,385,France,Male,67,4,184369.49,3,0,0,177929.89331553664,0,2025-01-23 06:52:37,74
1100,409,Germany,Male,64,5,220466.47,2,1,0,208762.03069947724,1,2025-01-08 15:58:37,82
1101,433,France,Female,46,0,52721.09,2,1,0,46797.96793160897,1,2025-01-24 11:18:37,66
1102,434,France,Female,34,0,40169.4,4,0,0,194635.62740525752,0,2025-01-26 04:20:37,86
1103,617,Spain,Male,37,10,218839.3,3,0,1,51918.31000183513,0,2025-01-09 07:15:37,83
1104,298,Spain,Female,95,9,90317.98,2,1,1,186722.26550627124,0,2025-01-26 09:33:37,41
1105,786,France,Female,23,2,108645.91,4,0,1,132468.5348547037,0,2025-01-25 11:32:37,99
1106,754,Spain,Male,39,1,55242.38,3,1,1,60509.438624896386,0,2025-01-18 05:54:37,98
1107,773,France,Male,26,0,106328.72,4,1,0,94023.24486219574,0,2025-01-29 14:14:37,88
1108,599,Spain,Male,49,10,57825.02,4,0,1,96348.62093577419,0,2025-01-22 00:01:37,96
1109,676,Spain,Male,50,7,166481.86,4,0,0,144921.65979491008,1,2025-01-08 14:57:37,93
1110,422,France,Male,94,0,124719.1,5,0,1,132294.23199641652,0,2025-01-28 06:10:37,99
1111,281,Germany,Male,87,9,197015.11,3,0,0,195114.14996910683,0,2025-01-31 00:46:37,21
1112,770,Spain,Female,66,7,78182.03,5,1,0,95644.69494811057,0,2025-01-09 01:18:37,44
1113,697,France,Male,47,4,126398.75,4,0,1,162258.47189876495,1,2025-01-06 19:13:37,80
1114,362,Germany,Male,33,3,64880.83,3,0,0,177534.781476235,0,2025-02-01 20:43:37,24
1115,712,France,Male,82,7,233618.48,3,1,0,23969.130294152532,0,2025-01-18 20:16:37,47
1116,597,Spain,Male,31,7,130483.92,3,1,0,95863.53316932864,1,2025-01-28 14:06:37,85
1117,457,Spain,Female,73,10,43365.62,4,1,1,179401.24148508502,0,2025-02-03 07:47:37,34
1118,798,France,Female,54,7,68191.41,4,1,1,168728.73068186746,0,2025-01-08 20:42:37,74
1119,667,France,Female,66,2,20725.49,1,1,1,100434.93337909585,0,2025-01-17 05:24:37,57
1120,516,Germany,Male,95,7,6954.0,4,1,1,43956.50013757048,0,2025-01-27 18:49:37,42
1121,396,France,Male,67,0,131480.46,3,0,1,29574.69489345406,0,2025-01-05 19:46:37,33
1122,535,France,Female,53,3,84280.73,3,1,1,56741.67577450835,0,2025-01-21 16:05:37,51
1123,677,France,Female,69,4,240943.36,3,0,0,54838.2444969891,0,2025-01-29 23:39:37,63
1124,317,France,Male,40,5,42832.85,2,0,1,87547.4560450696,0,2025-01-05 18:00:37,89
1125,284,Spain,Male,83,4,198478.16,4,1,1,44262.40117798845,0,2025-01-08 21:42:37,77
1126,747,France,Male,88,4,78992.86,1,1,1,40185.04779909248,0,2025-01-19 16:00:37,23
1127,591,Germany,Male,62,4,55884.35,2,1,0,180530.48412693583,0,2025-01-19 15:54:37,81
1128,523,Germany,Male,45,8,242409.2,4,1,1,62029.28106571609,0,2025-01-15 08:03:37,79
1129,526,France,Female,37,9,200644.15,4,0,0,135558.9277984898,0,2025-01-30 16:59:37,94
1130,720,France,Male,66,9,157655.22,2,1,0,54816.72101473225,0,2025-01-29 21:04:37,78
1131,511,France,Female,74,2,174280.26,1,1,0,120835.83716522926,0,2025-01-22 04:07:37,94
1132,637,France,Male,76,1,247845.37,1,0,0,68400.21591931718,1,2025-01-15 18:24:37,48
1133,548,France,Female,43,9,148301.85,1,1,1,29245.81086340632,0,2025-02-03 23:39:37,38
1134,636,Spain,Female,36,1,25475.11,4,1,1,207942.59207271156,0,2025-01-10 18:53:37,36
1135,599,France,Female,30,7,16216.53,2,0,1,109523.54556352948,0,2025-01-17 20:47:37,23
1136,673,Spain,Male,91,4,166651.69,3,0,0,84782.64238602767,0,2025-01-23 11:29:37,63
1137,286,France,Male,79,4,164400.29,4,1,0,51123.928742261334,1,2025-01-18 19:59:37,23
1138,698,France,Male,31,5,187043.45,2,0,0,117503.3850653701,0,2025-02-02 06:14:37,78
1139,394,France,Female,90,8,27194.68,4,1,1,149572.59132601623,0,2025-01-21 22:04:37,31
1140,638,France,Female,28,6,236225.57,1,1,0,68697.2596701988,0,2025-01-09 05:00:37,66
1141,593,Spain,Male,84,4,137789.6,2,0,1,100812.31544912905,0,2025-01-30 05:33:37,26
1142,415,Spain,Female,29,4,162388.88,1,0,0,56263.74801165103,0,2025-01-11 19:29:37,31
1143,559,Spain,Female,52,9,8713.1,4,0,1,130117.56709677565,0,2025-01-06 01:51:37,90
1144,695,Spain,Female,56,8,240243.55,1,0,1,156743.17373261016,1,2025-01-08 07:35:37,73
1145,662,France,Female,49,8,140647.96,4,1,0,25477.2435979579,1,2025-01-26 15:54:37,77
1146,621,France,Male,31,1,140840.78,4,1,1,129926.71536850237,1,2025-01-16 21:18:37,82
1147,401,France,Female,82,6,235888.83,3,1,0,98405.39202212318,0,2025-01-29 05:15:37,34
1148,438,France,Male,44,9,232337.54,4,0,1,27439.89144879678,0,2025-02-04 01:38:37,56
1149,323,France,Female,77,0,55074.65,1,1,1,224232.39438613114,0,2025-01-14 23:22:37,75
1150,633,France,Female,60,3,232774.71,1,0,0,60713.94447644358,0,2025-01-11 04:49:37,92
1151,701,Spain,Male,82,1,184155.32,1,0,0,115194.01591509789,0,2025-02-01 15:50:37,99
1152,587,France,Female,72,9,4725.18,3,0,1,93384.14265778975,0,2025-01-14 17:10:37,50
1153,556,France,Male,52,8,59960.79,1,0,0,61068.148973600175,0,2025-01-26 11:19:37,34
1154,604,France,Male,49,5,103245.04,3,1,1,105906.7420937782,0,2025-01-17 07:38:37,21
1155,273,France,Male,36,3,145705.61,3,1,1,140790.77224823646,0,2025-01-13 14:30:37,32
1156,329,France,Male,56,2,175332.43,2,0,1,168723.4464663063,0,2025-01-28 12:14:37,24
1157,483,France,Male,37,3,52552.6,2,1,1,140069.35163865026,0,2025-01-22 12:51:37,67
1158,439,Germany,Male,45,1,209175.13,2,0,1,106215.16595376522,0,2025-01-25 05:44:37,52
1159,597,France,Male,20,4,211428.83,4,1,1,167274.29801200525,0,2025-01-05 08:00:37,51
1160,501,Spain,Female,49,8,158749.7,4,1,0,119264.92803842603,0,2025-01-19 19:26:37,72
1161,779,France,Male,75,5,230273.48,1,1,0,230797.52809510918,0,2025-01-28 12:14:37,40
1162,655,France,Female,71,1,203245.61,2,0,1,110832.56976807078,0,2025-01-28 16:42:37,85
1163,608,Germany,Female,59,5,55405.91,4,0,0,70469.70143489107,0,2025-01-11 22:36:37,80
1164,384,France,Female,32,8,199669.22,3,1,1,99298.57012476352,0,2025-01-30 13:50:37,73
1165,482,France,Male,79,3,238300.52,4,1,1,123296.43499694896,0,2025-01-18 06:52:37,94
1166,479,France,Male,48,0,34401.61,1,1,0,66037.26899805517,0,2025-01-25 18:59:37,60
1167,787,Spain,Female,78,1,244674.47,2,0,0,38593.52868538767,0,2025-01-08 00:20:37,57
1168,518,France,Male,43,4,6248.2,3,1,0,93471.38225773947,0,2025-01-10 01:43:37,52
1169,800,France,Female,86,9,130541.81,4,1,0,196598.8876785758,0,2025-01-23 20:19:37,27
1170,331,France,Female,74,6,193473.28,3,0,0,61662.07766931012,1,2025-01-25 13:51:37,55
1171,335,Spain,Female,37,7,197609.53,3,1,1,90049.92762464499,1,2025-02-02 10:27:37,52
1172,778,France,Male,83,2,183668.14,3,1,1,169644.0037931847,0,2025-01-22 21:58:37,48
1173,382,France,Female,38,8,132337.84,2,1,0,27935.3254918112,0,2025-01-14 08:16:37,76
1174,292,France,Male,77,1,162741.08,5,1,0,171891.12238364865,0,2025-01-27 02:11:37,91
1175,772,France,Female,80,3,174983.05,3,0,0,159770.38991645921,0,2025-01-28 03:22:37,80
1176,697,Spain,Male,68,3,123634.81,4,1,0,126346.81868512396,0,2025-01-30 12:35:37,74
1177,322,France,Female,56,5,148921.24,2,1,1,49542.06421717928,0,2025-01-11 23:43:37,71
1178,426,Spain,Male,28,9,211592.01,1,0,0,31307.614969964572,0,2025-01-21 03:00:37,62
1179,478,France,Female,74,5,78219.76,1,0,0,56632.50987856751,0,2025-01-18 07:28:37,45
